"name","asciiname","latitude","longitude"
"Martinroda","Martinroda","50.8","10.06667"
"Martinroda","Martinroda","50.72334","10.88902"
"Marth","Marth","51.38333",10
"Martfeld","Martfeld","52.87572","9.06081"
"Martensrade","Martensrade","54.28333","10.4"
"Marquartstein","Marquartstein","47.75857","12.46219"
"Marpingen","Marpingen","49.45228","7.0582"
"Maroth","Maroth","50.57722","7.68972"
"Marolterode","Marolterode","51.23333","10.68333"
"Marnheim","Marnheim","49.63278","8.04"
"Marnerdeich","Marnerdeich","53.95","8.98333"
"Marloffstein","Marloffstein","49.61794","11.06323"
"Marl","Marl","52.48333","8.36667"
"Markvippach","Markvippach","51.07894","11.17498"
"Marktoffingen","Marktoffingen","48.92566","10.47078"
"Marktoberdorf","Marktoberdorf","47.77964","10.61713"
"Marksuhl","Marksuhl","50.91667","10.2"
"Marklohe","Marklohe","52.66857","9.14219"
"Marklkofen","Marklkofen","48.55","12.56667"
"Markersdorf","Markersdorf","51.13333","14.88333"
"Marisfeld","Marisfeld","50.55587","10.57268"
"Maring-Noviand","Maring-Noviand","49.93333",7
"Marienwerder","Marienwerder","52.84208","13.59927"
"Mariental","Mariental","52.27593","10.98371"
"Marienrachdorf","Marienrachdorf","50.55","7.71667"
"Marienheide","Marienheide","51.08317","7.53087"
"Marienhausen","Marienhausen","50.56389","7.69278"
"Marienhagen","Marienhagen","52.03718","9.68685"
"Marienfels","Marienfels","50.2404","7.81325"
"Mariaposching","Mariaposching","48.83333","12.8"
"Margetshöchheim","Margetshochheim","49.8375","9.86389"
"Marburg an der Lahn","Marburg an der Lahn","50.80904","8.77069"
"Manubach","Manubach","50.03333","7.75"
"Mannstedt","Mannstedt","51.13333","11.38333"
"Mannheim","Mannheim","49.4891","8.46694"
"Mannebach","Mannebach","50.28333","6.98333"
"Mannebach","Mannebach","49.63333","6.51667"
"Manhagen","Manhagen","54.2","10.91667"
"Manderscheid","Manderscheid","50.1","6.35"
"Mandern","Mandern","49.6","6.76667"
"Mandel","Mandel","49.85494","7.77295"
"Mamming","Mamming","48.65174","12.60784"
"Mammendorf","Mammendorf","48.20836","11.16326"
"Mammelzen","Mammelzen","50.7","7.66667"
"Malterdingen","Malterdingen","48.15719","7.78608"
"Malsfeld","Malsfeld","51.09083","9.53889"
"Malschwitz","Malschwitz","51.23759","14.52163"
"Malsch","Malsch","49.24722","8.68278"
"Malsch","Malsch","48.88333","8.33333"
"Malgersdorf","Malgersdorf","48.53333","12.75"
"Malente","Malente","54.17226","10.55968"
"Malching","Malching","48.31226","13.18746"
"Malborn","Malborn","49.71667","6.98333"
"Malbergweich","Malbergweich","50.05527","6.55394"
"Malberg","Malberg","50.05","6.58333"
"Maitzborn","Maitzborn","49.93333","7.43333"
"Maitenbeth","Maitenbeth","48.15053","12.09335"
"Maisborn","Maisborn","50.08229","7.58134"
"Maisach","Maisach","48.21667","11.26667"
"Mainz","Mainz","49.98419","8.2791"
"Mainstockheim","Mainstockheim","49.77156","10.14807"
"Mainhardt","Mainhardt","49.07611","9.55639"
"Mainaschaff","Mainaschaff","49.98167","9.09"
"Maikammer","Maikammer","49.30528","8.13167"
"Maihingen","Maihingen","48.92745","10.49867"
"Maierhöfen","Maierhofen","47.65","10.05"
"Magstadt","Magstadt","48.74471","8.96675"
"Magdeburg","Magdeburg","52.12773","11.62916"
"Mackenrodt","Mackenrodt","49.71667","7.25"
"Mackenrode","Mackenrode","51.3","10.06667"
"Mackenbach","Mackenbach","49.46667","7.58333"
"Macken","Macken","50.18333","7.4"
"Machern","Machern","51.36667","12.63333"
"Maasholm","Maasholm","54.68414","9.99149"
"Maasen","Maasen","52.6922","8.88451"
"Maasbüll","Maasbuell","54.77674","9.52424"
"Lykershausen","Lykershausen","50.2","7.66667"
"Luxem","Luxem","50.33333","7.1"
"Lützkampen","Lutzkampen","50.15","6.18333"
"Lutzingen","Lutzingen","48.65","10.55"
"Lutzhorn","Lutzhorn","53.82499","9.76905"
"Lutzerath","Lutzerath","50.12695","7.0074"
"Lütz","Lutz","50.16667","7.35"
"Lutterbek","Lutterbek","54.3916","10.27577"
"Lutter am Barenberge","Lutter am Barenberge","51.98943","10.2693"
"Lutter","Lutter","51.33333","10.11667"
"Lütjenwestedt","Lutjenwestedt","54.13333","9.48333"
"Lütjensee","Lutjensee","53.65","10.36667"
"Lütjenholm","Luetjenholm","54.68333","9.01667"
"Lütetsburg","Lutetsburg","53.6","7.25"
"Lütau","Lutau","53.43333","10.55"
"Lustadt","Lustadt","49.24476","8.27407"
"Lürschau","Lurschau","54.55","9.5"
"Lunzig","Lunzig","50.71325","12.09294"
"Lüneburg","Lueneburg","53.2509","10.41409"
"Lünebach","Lunebach","50.13333","6.35"
"Lunden","Lunden","54.33131","9.02523"
"Lumpzig","Lumpzig","50.95","12.26667"
"Lülsfeld","Luelsfeld","49.86814","10.32132"
"Luisenthal","Luisenthal","50.78333","10.73333"
"Luhnstedt","Luhnstedt","54.16667","9.7"
"Luhden","Luhden","52.22538","9.09256"
"Lug","Lug","49.18333","7.9"
"Lüerdissen","Luerdissen","51.95273","9.62454"
"Ludwigswinkel","Ludwigswinkel","49.08333","7.66667"
"Ludwigshöhe","Ludwigshohe","49.81667","8.34361"
"Ludwigshafen am Rhein","Ludwigshafen am Rhein","49.48121","8.44641"
"Ludwigsburg","Ludwigsburg","48.89731","9.19161"
"Lüdersfeld","Ludersfeld","52.35993","9.25422"
"Lüdersburg","Ludersburg","53.32142","10.5742"
"Lüder","Luder","52.80878","10.66609"
"Lüdenscheid","Luedenscheid","51.21977","7.6273"
"Luckenwalde","Luckenwalde","52.09029","13.16772"
"Lückenburg","Lueckenburg","49.73333","6.96667"
"Luckenbach","Luckenbach","50.7","7.83333"
"Lüchow","Luchow","53.68333","10.53333"
"Lüchow","Luechow","52.96811","11.15397"
"Lübeck","Luebeck","53.86893","10.68729"
"Lübbow","Lubbow","52.91159","11.18099"
"Lübberstedt","Lubberstedt","53.33333","8.8"
"Lubin","Lubin","51.93814","13.88826"
"Loxstedt","Loxstedt","53.46667","8.65"
"Löwenstedt","Loewenstedt","54.62163","9.17264"
"Lötzbeuren","Lotzbeuren","49.93333","7.21667"
"Lottstetten","Lottstetten","47.63333","8.56667"
"Lottorf","Lottorf","54.45","9.56667"
"Lotte","Lotte","52.28333","7.91667"
"Loßburg","Lossburg","48.4","8.45"
"Lösnich","Loesnich","49.97455","7.04316"
"Lörzweiler","Lorzweiler","49.89833","8.29472"
"Lorup","Lorup","52.92495","7.64339"
"Lorscheid","Lorscheid","49.73333","6.85"
"Lörrach","Loerrach","47.61497","7.66457"
"Löptin","Loptin","54.18333","10.21667"
"Loose","Loose","54.51667","9.88333"
"Loop","Loop","54.15","9.95"
"Looft","Looft","54.02873","9.5236"
"Lonsheim","Lonsheim","49.77861","8.07667"
"Lonsee","Lonsee","48.5434","9.91999"
"Lonnig","Lonnig","50.31002","7.40509"
"Longuich","Longuich","49.80841","6.76832"
"Longkamp","Longkamp","49.89044","7.11764"
"Longen","Longen","49.8","6.78333"
"Lollschied","Lollschied","50.25637","7.86904"
"Löllbach","Lollbach","49.68333","7.58333"
"Loitzendorf","Loitzendorf","49.08456","12.65591"
"Loit","Loit","54.61667","9.7"
"Loiching","Loiching","48.61667","12.43333"
"Lohsa","Lohsa","51.38333","14.4"
"Lohrheim","Lohrheim","50.31667","8.05"
"Lohra","Lohra","50.73333","8.63333"
"Lohnweiler","Lohnweiler","49.62768","7.60753"
"Lohnsfeld","Lohnsfeld","49.55","7.85"
"Löhnberg","Lohnberg","50.51299","8.27202"
"Lohmen","Lohmen","50.98831","14.00268"
"Löhma","Lohma","50.61167","11.85202"
"Lohkirchen","Lohkirchen","48.31667","12.45"
"Lohfelden","Lohfelden","51.26667","9.53333"
"Lohe-Föhrden","Lohe-Fohrden","54.33333","9.53333"
"Lohberg","Lohberg","49.17604","13.10549"
"Lohbarbek","Lohbarbek","53.94548","9.63548"
"Loffenau","Loffenau","48.77214","8.38463"
"Löf","Lof","50.23333","7.43333"
"Lödla","Lodla",51,"12.38333"
"Lockstedt","Lockstedt",54,"9.68333"
"Lochum","Lochum","50.60556","7.86597"
"Löchgau","Lochgau","49.00361","9.10639"
"Löbnitz","Lobnitz","51.59238","12.46347"
"Löbichau","Lobichau","50.89383","12.26366"
"Löberschütz","Loberschutz","50.96667","11.7"
"Litzendorf","Litzendorf","49.91444","11.01028"
"List","List","55.01917","8.43132"
"Lissendorf","Lissendorf","50.31667","6.6"
"Lipprechterode","Lipprechterode","51.45769","10.55348"
"Lipporn","Lipporn","50.13333","7.86667"
"Lintig","Lintig","53.60341","8.87876"
"Linthe","Linthe","52.15","12.78333"
"Linsburg","Linsburg","52.59354","9.30262"
"Linkenbach","Linkenbach","50.58333","7.55"
"Lingerhahn","Lingerhahn","50.09419","7.56456"
"Lingenfeld","Lingenfeld","49.25389","8.33861"
"Lindwedel","Lindwedel","52.60784","9.68737"
"Lindlar","Lindlar","51.01959","7.37758"
"Lindig","Lindig","50.78887","11.60141"
"Lindhorst","Lindhorst","52.35789","9.28319"
"Lindewitt","Lindewitt","54.7","9.2"
"Lindewerra","Lindewerra","51.31667","9.95"
"Lindenschied","Lindenschied","49.9","7.4"
"Lindenkreuz","Lindenkreuz","50.85","11.91667"
"Lindenberg","Lindenberg","49.38028","8.09861"
"Lindenau","Lindenau","51.4","13.73333"
"Linden","Linden","54.25","9.18333"
"Linden","Linden","50.6","7.85"
"Linden","Linden","49.35","7.65"
"Lindberg","Lindberg","49.0368","13.25423"
"Lindau","Lindau","54.38333","9.9"
"Lindau","Lindau","47.54612","9.68431"
"Lind","Lind","50.5","6.93333"
"Lind","Lind","50.32257","7.03475"
"Linau","Linau","53.64446","10.46853"
"Limburgerhof","Limburgerhof","49.42444","8.39194"
"Limburg an der Lahn","Limburg an der Lahn","50.3836","8.0503"
"Limbach","Limbach","50.7","7.8"
"Limbach","Limbach","50.58333","12.25"
"Limbach","Limbach","49.73333","7.55"
"Limbach","Limbach","49.46194","9.21111"
"Lilienthal","Lilienthal","53.14193","8.90338"
"Lietzen","Lietzen","52.46992","14.34008"
"Lieth","Lieth",54156,"9.06081"
"Ließem","Liessem","50.03333","6.48333"
"Lieser","Lieser","49.91667","7.01667"
"Liesenich","Liesenich","50.08333","7.28333"
"Lirstal","Lirstal","50.25","7.03333"
"Lierschied","Lierschied","50.16667","7.75"
"Lierfeld","Lierfeld","50.13333","6.36667"
"Liepe","Liepe","52.86213","13.96946"
"Lienen","Lienen","52.15","7.98333"
"Lieg","Lieg","50.13333","7.35"
"Liebstedt","Liebstedt","51.05","11.4"
"Liebshausen","Liebshausen","50.03333","7.63333"
"Liebenstein","Liebenstein","50.76667","10.85"
"Liebenscheid","Liebenscheid","50.69722","8.09833"
"Liebenburg","Liebenburg","52.02176","10.43169"
"Lichtentanne","Lichtentanne","50.69255","12.42585"
"Lichtenfels","Lichtenfels","50.14567","11.05928"
"Lichtenborn","Lichtenborn","50.11667","6.3"
"Lichtenberg","Lichtenberg","51.18333","13.96667"
"Lichte","Lichte","50.51667","11.18333"
"Lexgaard","Lexgaard","54.83333","8.93333"
"Leverkusen","Leverkusen","51.0303","6.98432"
"Leutesdorf","Leutesdorf","50.45","7.38333"
"Leutersdorf","Leutersdorf","50.95","14.65"
"Leutersdorf","Leutersdorf","50.51667","10.55"
"Leuterod","Leuterod","50.49583","7.81889"
"Leutenthal","Leutenthal","51.05","11.36667"
"Leutenbach","Leutenbach","49.7095","11.17224"
"Leutenbach","Leutenbach","48.88791","9.39267"
"Leupoldsgrün","Leupoldsgrun","50.3","11.8"
"Leubsdorf","Leubsdorf","50.8","13.16667"
"Leubsdorf","Leubsdorf","50.55","7.3"
"Lettweiler","Lettweiler","49.73333","7.73333"
"Letschin","Letschin","52.64379","14.36007"
"Leopoldshöhe","Leopoldshohe","52.01246","8.69834"
"Leonberg","Leonberg","49.94708","12.2852"
"Lenzkirch","Lenzkirch","47.86832","8.20211"
"Lenting","Lenting","48.81029","11.45868"
"Lentföhrden","Lentfohrden","53.86667","9.88333"
"Lenterode","Lenterode","51.33333","10.06667"
"Lensahn","Lensahn","54.21652","10.88326"
"Lenne","Lenne","51.89387","9.68299"
"Lenggries","Lenggries","47.68333","11.56667"
"Lengfeld","Lengfeld","50.53333","10.65"
"Lengerich","Lengerich","52.55381","7.53164"
"Lengenwang","Lengenwang","47.7","10.6"
"Lengenbostel","Lengenbostel","53.3","9.51667"
"Lengede","Lengede","52.20487","10.30775"
"Lengdorf","Lengdorf","48.25737","12.04973"
"Lemwerder","Lemwerder","53.16667","8.61667"
"Lemnitz","Lemnitz","50.72179","11.83322"
"Lembruch","Lembruch","52.53333","8.35"
"Lemberg","Lemberg","49.17309","7.65111"
"Leiwen","Leiwen","49.81667","6.88333"
"Leitzweiler","Leitzweiler","49.58333","7.21667"
"Leisel","Leisel","49.71667","7.2"
"Leipzig","Leipzig","51.33962","12.37129"
"Leinzell","Leinzell","48.84941","9.8775"
"Leinsweiler","Leinsweiler","49.18333","8.01917"
"Leiningen","Leiningen","50.13333","7.56667"
"Leinburg","Leinburg","49.45167","11.31"
"Leimersheim","Leimersheim","49.12421","8.34531"
"Leimen","Leimen","49.27373","7.76863"
"Leimbach","Leimbach","50.81667","10.2"
"Leimbach","Leimbach","50.40392","6.92774"
"Leimbach","Leimbach","50.01667","6.25"
"Leiferde","Leiferde","52.43948","10.43461"
"Leienkaul","Leienkaul","50.21667","7.08333"
"Leidersbach","Leidersbach","49.90139","9.22167"
"Leidenborn","Leidenborn","50.13333","6.21667"
"Leiblfing","Leiblfing","48.77565","12.51793"
"Leibertingen","Leibertingen","48.04263","9.01308"
"Lehrte","Lehrte","52.37193","9.97919"
"Lehrensteinsfeld","Lehrensteinsfeld","49.13111","9.32722"
"Lehre","Lehre","52.33333","10.66667"
"Lehnstedt","Lehnstedt","50.93333","11.43333"
"Lehmrade","Lehmrade","53.59391","10.74965"
"Lehmkuhlen","Lehmkuhlen","54.23333","10.36667"
"Lehmen","Lehmen","50.28333","7.45"
"Lehesten","Lehesten","50.98333","11.58333"
"Lehe","Lehe","54.34143","9.02374"
"Lehe","Lehe",53,"7.33333"
"Legden","Legden","52.03333","7.1"
"Leezen","Leezen","53.86667","10.25"
"Leezdorf","Leezdorf","53.55","7.3"
"Leese","Leese","52.5","9.11667"
"Leer","Leer","53.23157",7461
"Leegebruch","Leegebruch","52.7234","13.19304"
"Lederhose","Lederhose","50.8","11.91667"
"Leck","Leck","54.76667","8.98333"
"Lebusa","Lebusa","51.79572","13.42068"
"Lebrade","Lebrade","54.21667","10.41667"
"Lawitz","Lawitz","52.10703","14.64151"
"Lawalde","Lawalde","51.08333","14.6"
"Lautzenhausen","Lautzenhausen","49.93333","7.26667"
"Lautzenbrücken","Lautzenbrucken","50.67361","7.96444"
"Lautrach","Lautrach","47.89805","10.11806"
"Lautertal","Lautertal","50.58333","9.28333"
"Lautert","Lautert","50.16667","7.83333"
"Lautersheim","Lautersheim","49.58722","8.09833"
"Lauterbach","Lauterbach","51.06667","10.35"
"Lauterbach","Lauterbach","50.63558","9.39777"
"Lauterbach","Lauterbach","49.18445","6.74378"
"Lauterbach/Schwarzwald","Lauterbach/Schwarzwald","48.22999","8.3424"
"Lauterach","Lauterach","48.2562","9.58034"
"Lauter","Lauter","49.97317","10.78842"
"Lautenbach","Lautenbach","48.52071","8.11514"
"Laußnitz","Laussnitz","51.25","13.88333"
"Laußig","Laussig","51.54676","12.6293"
"Lauschied","Lauschied","49.73333","7.61667"
"Laurenburg","Laurenburg","50.33222","7.91139"
"Lauperath","Lauperath","50.08333","6.33333"
"Laumersheim","Laumersheim","49.55405","8.23538"
"Laugna","Laugna","48.53333","10.7"
"Laufersweiler","Laufersweiler","49.89649","7.30502"
"Laufeld","Laufeld","50.08333","6.86667"
"Lauf an der Pegnitz","Lauf an der Pegnitz","49.51386","11.28247"
"Laufach","Laufach","50.01667","9.3"
"Lauf","Lauf","48.65","8.13333"
"Lauenhagen","Lauenhagen","52.35547","9.20637"
"Lauenbrück","Lauenbruck","53.2","9.56667"
"Laudenbach","Laudenbach","49.74583","9.17611"
"Laudenbach","Laudenbach","49.61333","8.65389"
"Laubenheim","Laubenheim","49.91667","7.9"
"Lauben","Lauben","48.05928","10.29014"
"Lauben","Lauben","47.78333","10.3"
"Laubach","Laubach","50.23277","7.07333"
"Laubach","Laubach","50.05","7.5"
"Lathen","Lathen","52.86667","7.31667"
"Latendorf","Latendorf",54,"10.06667"
"Lastrup","Lastrup","52.79468","7.86715"
"Lasel","Lasel","50.11667","6.46667"
"Lascheid","Lascheid","50.11667","6.41667"
"Lasbek","Lasbek","53.73333","10.36667"
"Lanze","Lanze","53.38713","10.60492"
"Lanz","Lanz","53.07442","11.59908"
"Lankau","Lankau","53.66667","10.66667"
"Langwieden","Langwieden","49.38333","7.5"
"Langweiler","Langweiler","49.78333","7.18333"
"Langweiler","Langweiler","49.66667","7.51667"
"Langwedel","Langwedel","54.21033","9.92761"
"Langsur","Langsur","49.72442","6.49906"
"Langstedt","Langstedt","54.61667","9.38333"
"Langscheid","Langscheid","50.38333","7.11667"
"Langgöns","Langgons","50.5","8.66667"
"Langewahl","Langewahl","52.33333","14.1"
"Langerwehe","Langerwehe","50.81667","6.35"
"Langerringen","Langerringen","48.1459","10.75894"
"Langeoog","Langeoog","53.75","7.48333"
"Langenwolschendorf","Langenwolschendorf","50.63546","11.95416"
"Langenwetzendorf","Langenwetzendorf","50.67884","12.09407"
"Langenthal","Langenthal","49.83333","7.56667"
"Langensendelbach","Langensendelbach","49.64051","11.07104"
"Langenscheid","Langenscheid","50.35598","7.95166"
"Langenpreising","Langenpreising","48.42569","11.97217"
"Langenorla","Langenorla","50.74067","11.58023"
"Langenneufnach","Langenneufnach","48.26667","10.6"
"Langenmosen","Langenmosen","48.60658","11.21378"
"Langenlonsheim","Langenlonsheim","49.9","7.9"
"Langenleuba-Niederhain","Langenleuba-Niederhain","50.95991","12.58857"
"Langenlehsten","Langenlehsten","53.50101","10.74068"
"Langenhorn","Langenhorn","54.66667","8.91667"
"Langenhahn","Langenhahn","50.58333","7.91667"
"Langenhagen","Langenhagen","52.44758","9.73741"
"Langenfeld","Langenfeld","50.37692","7.09165"
"Langenfeld","Langenfeld","49.61667","10.51667"
"Langeneß","Langeness","54.64046","8.59183"
"Langenenslingen","Langenenslingen","48.14851","9.37765"
"Langendorf","Langendorf","53.10093","11.25579"
"Langenbernsdorf","Langenbernsdorf","50.75583","12.32669"
"Langenberg","Langenberg","51.77206","8.31809"
"Langenbach bei Kirburg","Langenbach bei Kirburg","50.7","7.93333"
"Langenbach","Langenbach","49.49355","7.32771"
"Langenbach","Langenbach","48.43333","11.85"
"Langenargen","Langenargen","47.59858","9.54163"
"Langenaltheim","Langenaltheim","48.89318","10.93107"
"Langen","Langen","52.53985","7.4674"
"Langeln","Langeln","53.79288","9.86263"
"Langdorf","Langdorf","49.01502","13.14651"
"Langballig","Langballig","54.8","9.63333"
"Landshut","Landshut","48.52961","12.16179"
"Landscheide","Landscheide","53.92011","9.25292"
"Landscheid","Landscheid","49.98333","6.76667"
"Landsberied","Landsberied","48.16667","11.16667"
"Landsberg am Lech","Landsberg am Lech","48.04819","10.88282"
"Landrecht","Landrecht","53.93333","9.36667"
"Landolfshausen","Landolfshausen","51.53333","10.1"
"Landkern","Landkern","50.19388","7.15369"
"Landesbergen","Landesbergen","52.55598","9.12505"
"Landensberg","Landensberg","48.43444","10.52422"
"Landau in der Pfalz","Landau in der Pfalz","49.19844","8.11692"
"Lamstedt","Lamstedt","53.63333","9.1"
"Lampertswalde","Lampertswalde","51.31108","13.67694"
"Lampaden","Lampaden","49.65","6.7"
"Lammershagen","Lammershagen","54.28333","10.45"
"Lamerdingen","Lamerdingen","48.09195","10.73982"
"Lambsheim","Lambsheim","49.51361","8.28778"
"Lambsborn","Lambsborn","49.36667","7.43333"
"Lambertsberg","Lambertsberg","50.08333","6.38333"
"Lalling","Lalling","48.84525","13.14008"
"Lahr","Lahr","50.12509","7.36539"
"Lahr","Lahr","49.94406","6.29065"
"Lahn","Lahn","52.81667","7.61667"
"Lähden","Laehden","52.74547","7.57036"
"Lägerdorf","Lagerdorf","53.88333","9.58333"
"Bad Laer","Bad Laer","52.1","8.08333"
"Laer","Laer","52.05555","7.35775"
"Ladelund","Ladelund","54.84084","9.02135"
"Ladbergen","Ladbergen","52.13333","7.75"
"Lachendorf","Lachendorf","52.61667","10.25"
"Lachen","Lachen","47.9459","10.23943"
"Laboe","Laboe","54.4","10.21667"
"Laberweinting","Laberweinting","48.8","12.31667"
"Labenz","Labenz","53.70976","10.52125"
"Laasdorf","Laasdorf","50.87136","11.6725"
"Laar","Laar","52.61667","6.73333"
"Kyllburgweiler","Kyllburgweiler","50.05","6.61667"
"Kutzleben","Kutzleben","51.2","10.75"
"Kutzenhausen","Kutzenhausen","48.34202","10.69459"
"Kutenholz","Kutenholz","53.48152","9.32118"
"Kusterdingen","Kusterdingen","48.52291","9.11977"
"Küsten","Kuesten","52.97779","11.0624"
"Kusel","Kusel","49.53772","7.40472"
"Kurtscheid","Kurtscheid","50.53333","7.46667"
"Kürten","Kurten","51.05","7.26667"
"Seiffen","Seiffen","50.65","13.45"
"Kürnbach","Kurnbach","49.0775","8.84556"
"Kürnach","Kurnach","49.85","10.03333"
"Kupferzell","Kupferzell","49.22778","9.69"
"Künzing","Kunzing","48.66667","13.08333"
"Künzelsau","Kuenzelsau","49.2818","9.68352"
"Künzell","Kunzell","50.5442","9.71792"
"Kunreuth","Kunreuth","49.6824","11.14331"
"Kundert","Kundert","50.71861","7.79194"
"Kümmersbruck","Kummersbruck","49.41917","11.88833"
"Kummerfeld","Kummerfeld","53.69262","9.79099"
"Kumhausen","Kumhausen","48.50938","12.15637"
"Kümbdchen","Kuembdchen","49.98333","7.51667"
"Kulpin","Kulpin","53.70992","10.69502"
"Kulmbach","Kulmbach","50.10068","11.45032"
"Kulmain","Kulmain","49.9","11.9"
"Küllstedt","Kuellstedt","51.27582","10.2804"
"Kükels","Kukels","53.9","10.23333"
"Kühsen","Kuhsen","53.68333","10.61667"
"Kührstedt","Kuehrstedt","53.57747","8.80091"
"Kühren","Kuhren","54.19878","10.25956"
"Kuhnhöfen","Kuhnhoefen","50.53333","7.86306"
"Kühndorf","Kuehndorf","50.6086","10.4894"
"Kühlenthal","Kuhlenthal","48.56667","10.81667"
"Kuhfelde","Kuhfelde","52.78333","11.11667"
"Kühdorf","Kuhdorf","50.70679","12.11062"
"Kuhardt","Kuhardt","49.14583","8.31444"
"Kudensee","Kudensee","53.93333","9.21667"
"Kuden","Kuden","53.96667","9.18333"
"Kuddewörde","Kuddeworde","53.58333","10.4"
"Kuchen","Kuchen","48.63583","9.79989"
"Kubschütz","Kubschutz","51.16667","14.5"
"Krüzen","Kruzen","53.4","10.53333"
"Krunkel","Krunkel","50.58333","7.5"
"Krün","Kruen","47.50515","11.27924"
"Krumstedt","Krumstedt","54.06667","9.18333"
"Krummwisch","Krummwisch","54.33333","9.9"
"Krummesse","Krummesse","53.78333","10.65"
"Krummennaab","Krummennaab","49.83333","12.1"
"Krummendiek","Krummendiek","53.94665","9.41655"
"Krummendeich","Krummendeich","53.83081","9.20379"
"Krummenau","Krummenau","49.88333","7.26667"
"Krümmel","Krummel","50.53722","7.72472"
"Krummbek","Krummbek","54.38333","10.4"
"Krukow","Krukow","53.41667","10.48333"
"Kruft","Kruft","50.38333","7.33333"
"Kruchten","Kruchten","49.9","6.31667"
"Kröv","Krov","49.98333","7.08333"
"Krottelbach","Krottelbach","49.46667","7.33333"
"Krostitz","Krostitz","51.46208","12.4536"
"Kroppen","Kroppen","51.38333","13.8"
"Kröppen","Kroppen","49.15","7.53333"
"Kröppelshagen-Fahrendorf","Kroeppelshagen-Fahrendorf","53.48979","10.31697"
"Kroppach","Kroppach","50.69556","7.74028"
"Kropp","Kropp","54.41667","9.51667"
"Kronweiler","Kronweiler","49.65","7.26667"
"Kronsmoor","Kronsmoor","53.90762","9.59389"
"Kronshagen","Kronshagen","54.33333","10.08333"
"Kronsgaard","Kronsgaard","54.73122","9.96813"
"Kronprinzenkoog","Kronprinzenkoog","53.96667","8.96667"
"Kronburg","Kronburg","47.90432","10.1572"
"Kronau","Kronau","49.2225","8.63111"
"Kronach","Kronach","50.23963","11.33308"
"Krombach","Krombach","51.3","10.13333"
"Krombach","Krombach","50.08319","9.20609"
"Krölpa","Krolpa","50.67743","11.53848"
"Krokau","Krokau","54.4","10.35"
"Krogaspe","Krogaspe","54.13333","9.93333"
"Kriftel","Kriftel","50.08408","8.46977"
"Kriegsfeld","Kriegsfeld","49.70992","7.91687"
"Kriebstein","Kriebstein","51.05","13.01667"
"Kriebitzsch","Kriebitzsch","51.02347","12.33318"
"Krickenbach","Krickenbach","49.36667","7.66667"
"Kreuzebra","Kreuzebra","51.35","10.25"
"Kreuzau","Kreuzau","50.74699","6.49069"
"Kreuth","Kreuth","47.64085","11.74485"
"Kretzschau","Kretzschau","51.05","12.06667"
"Kretz","Kretz","50.39574","7.36249"
"Kressbronn am Bodensee","Kressbronn am Bodensee","47.5976","9.59707"
"Krempermoor","Krempermoor","53.8771","9.48084"
"Kremperheide","Kremperheide","53.88721","9.47809"
"Krempel","Krempel","54.31667","9.03333"
"Kreischa","Kreischa","50.94534","13.75514"
"Krefeld","Krefeld","51.33645","6.55381"
"Krebeck","Krebeck","51.58333","10.11667"
"Krautscheid","Krautscheid","50.06667","6.33333"
"Krautheim","Krautheim","51.08333","11.3"
"Krauthausen","Krauthausen","51.01667","10.26667"
"Krauschwitz","Krauschwitz","51.52153","14.71211"
"Krauchenwies","Krauchenwies","48.01651","9.24757"
"Kratzenburg","Kratzenburg","50.18333","7.55"
"Kranzberg","Kranzberg","48.40613","11.61246"
"Kranenburg","Kranenburg","53.60651","9.20602"
"Kranenburg","Kranenburg","51.78333","6.01667"
"Kraja","Kraja","51.45","10.51667"
"Krailling","Krailling","48.1","11.4"
"Krähenberg","Krahenberg","49.33333","7.46667"
"Kraftsdorf","Kraftsdorf","50.87574","11.92944"
"Kraftisried","Kraftisried","47.7793","10.47086"
"Kradenbach","Kradenbach","50.25","6.85"
"Kraam","Kraam","50.69236","7.5295"
"Koxhausen","Koxhausen","49.98333","6.23333"
"Köwerich","Kowerich","49.83333","6.88333"
"Kotzenbüll","Kotzenbull","54.33329","8.9045"
"Kotzen","Kotzen","52.63333","12.51667"
"Kottweiler-Schwanden","Kottweiler-Schwanden","49.48333","7.53333"
"Kötterichen","Kotterichen","50.24007","6.9843"
"Kottenheim","Kottenheim","50.35","7.25"
"Kottenborn","Kottenborn","50.35","6.9"
"Köthen","Koethen","51.75185","11.97093"
"Kospoda","Kospoda","50.71667","11.75"
"Kosel","Kosel","54.5058","9.75653"
"Korweiler","Korweiler","50.1","7.41667"
"Körperich","Koerperich","49.92449","6.25973"
"Körner","Korner","51.23126","10.58878"
"Korlingen","Korlingen","49.72714","6.72475"
"Körle","Korle","51.16667","9.51667"
"Kördorf","Kordorf","50.28737","7.92114"
"Kordel","Kordel","49.83333","6.63333"
"Körborn","Korborn","49.56667","7.36667"
"Korbach","Korbach","51.27561",8873
"Korb","Korb","48.84303","9.36258"
"Kopp","Kopp","50.18333","6.58333"
"Konzell","Konzell","49.0724","12.71114"
"Konstanz","Konstanz","47.66033","9.17582"
"Konradsreuth","Konradsreuth","50.26667","11.85"
"Konken","Konken","49.5088","7.35393"
"Königswartha","Konigswartha","51.31028","14.32797"
"Königswalde","Konigswalde","50.55","13.05"
"Königsmoor","Konigsmoor","53.22628","9.67964"
"Königshügel","Konigshugel","54.33333","9.46667"
