"name","asciiname","latitude","longitude"
"Königsheim","Konigsheim","48.1","8.86667"
"Königshain","Konigshain","51.18333","14.86667"
"Königsfeld","Konigsfeld","51.06667","12.75"
"Königsfeld","Koenigsfeld","50.49792","7.17712"
"Königsfeld","Konigsfeld","49.94603","11.1652"
"Königsfeld im Schwarzwald","Konigsfeld im Schwarzwald","48.13814","8.41973"
"Königseggwald","Konigseggwald","47.93333","9.41667"
"Königsdorf","Konigsdorf","47.81546","11.48063"
"Königsbronn","Konigsbronn","48.74317","10.11193"
"Königsau","Koenigsau","49.85","7.48333"
"Königheim","Konigheim","49.62028","9.59583"
"Köngernheim","Kongernheim","49.84583","8.24667"
"Köngen","Kongen","48.68333","9.36667"
"Kommen","Kommen","49.88333","7.13333"
"Kolverath","Kolverath","50.26667","6.96667"
"Köln","Koeln","50.93333","6.95"
"Kollweiler","Kollweiler","49.51667","7.58333"
"Kollow","Kollow","53.46667","10.46667"
"Kölln-Reisiek","Kolln-Reisiek","53.75748","9.69772"
"Kollnburg","Kollnburg","49.04664","12.86121"
"Kollmoor","Kollmoor","53.92023","9.59411"
"Kollmar","Kollmar","53.72936","9.4788"
"Kollig","Kollig","50.26667","7.28333"
"Kolkwitz","Kolkwitz","51.75","14.25"
"Kolkerheide","Kolkerheide","54.61667","9.13333"
"Kolitzheim","Kolitzheim","49.91667","10.23333"
"Koldenbüttel","Koldenbuttel","54.38333","9.06667"
"Kölbingen","Kolbingen","50.55","7.93333"
"Kolbingen","Kolbingen","48.05227","8.88957"
"Köhn","Kohn","54.35","10.45"
"Köhlen","Koehlen","53.54107","8.87524"
"Kohlberg","Kohlberg","48.55845","9.33576"
"Köfering","Kofering","48.93333","12.2"
"Ködnitz","Koednitz","50.1","11.53333"
"Köditz","Koditz","50.33333","11.85"
"Kodersdorf","Kodersdorf","51.24272","14.89336"
"Ködderitzsch","Koedderitzsch","51.08333","11.5"
"Koblenz","Koblenz","50.35357","7.57883"
"Koberg","Koberg","53.63393","10.52357"
"Knöringen","Knoringen","49.23778","8.14444"
"Knopp-Labach","Knopp-Labach","49.33333","7.5"
"Knittelsheim","Knittelsheim","49.19167","8.25139"
"Knetzgau","Knetzgau","49.98333","10.55"
"Kneitlingen","Kneitlingen","52.17477","10.76197"
"Knau","Knau","50.65033","11.71967"
"Klüsserath","Kluesserath",49845,"6.85086"
"Kluse","Kluse","52.93633","7.34093"
"Kludenbach","Kludenbach","49.98333","7.36667"
"Klotten","Klotten","50.16667","7.2"
"Kloster Veßra","Kloster Vessra","50.5","10.65"
"Klostermansfeld","Klostermansfeld","51.58333","11.5"
"Klosterlechfeld","Klosterlechfeld","48.15586","10.82986"
"Klosterkumbd","Klosterkumbd","50.03333","7.53333"
"Klixbüll","Klixbuell","54.80339","8.8957"
"Klipphausen","Klipphausen","51.06841","13.51374"
"Klinkrade","Klinkrade","53.71667","10.55"
"Klings","Klings","50.65","10.11667"
"Klingenmünster","Klingenmunster","49.14056","8.01861"
"Klingelbach","Klingelbach","50.27551","7.96966"
"Klietz","Klietz","52.66835","12.06812"
"Kliding","Kliding","50.11667","7.05"
"Kleve","Kleve","54.2951","9.12408"
"Kleve","Kleve","53.96667","9.4"
"Kleve","Kleve","51.78826","6.13865"
"Klettstedt","Klettstedt","51.15","10.75"
"Klettbach","Klettbach","50.91667","11.15"
"Kletkamp","Kletkamp","54.25","10.63333"
"Klempau","Klempau","53.76667","10.66667"
"Klein Zecher","Klein Zecher","53.58333","10.86667"
"Klein Wittensee","Klein Wittensee","54.38333","9.73333"
"Klein-Winternheim","Klein-Winternheim","49.93833","8.21194"
"Klein Wesenberg","Klein Wesenberg","53.81667","10.55"
"Kleinsteinhausen","Kleinsteinhausen","49.2","7.46667"
"Kleinsendelbach","Kleinsendelbach","49.59558","11.15773"
"Kleinschwabhausen","Kleinschwabhausen","50.9316","11.46114"
"Klein Rönnau","Klein Roennau","53.96667","10.31667"
"Kleinrinderfeld","Kleinrinderfeld","49.70028","9.84472"
"Klein Rheide","Klein Rheide","54.45","9.48333"
"Klein Pampau","Klein Pampau","53.51245","10.5891"
"Kleinostheim","Kleinostheim",50,"9.06667"
"Kleinobringen","Kleinobringen","51.03333","11.31667"
"Klein Nordende","Klein Nordende","53.72219","9.65424"
"Kleinniedesheim","Kleinniedesheim","49.58694","8.32222"
"Kleinneuhausen","Kleinneuhausen","51.15","11.28333"
"Kleinmölsen","Kleinmolsen","51.03333","11.11667"
"Klein Meckelsen","Klein Meckelsen","53.3","9.45"
"Kleinmaischeid","Kleinmaischeid","50.51345","7.6083"
"Kleinmachnow","Kleinmachnow","52.40786","13.22514"
"Kleinlangenfeld","Kleinlangenfeld","50.26667","6.48333"
"Kleinkarlbach","Kleinkarlbach","49.53861","8.14972"
"Kleinkahl","Kleinkahl","50.11667","9.26667"
"Kleinich","Kleinich","49.9","7.18333"
"Klein Gladebrügge","Klein Gladebrugge","53.91667","10.31667"
"Kleinfurra","Kleinfurra","51.41556","10.76454"
"Kleinfischlingen","Kleinfischlingen","49.26333","8.18694"
"Kleineutersdorf","Kleineutersdorf","50.78333","11.58333"
"Kleinebersdorf","Kleinebersdorf","50.81667","11.83333"
"Kleinbundenbach","Kleinbundenbach","49.31667","7.43333"
"Kleinbrembach","Kleinbrembach","51.13333","11.26667"
"Kleinbodungen","Kleinbodungen","51.46667","10.53333"
"Kleinbockedra","Kleinbockedra","50.84222","11.6466"
"Kleinblittersdorf","Kleinblittersdorf","49.1578","7.03734"
"Klein Berßen","Klein Berssen","52.76797","7.46182"
"Klein Bennebek","Klein Bennebek","54.4","9.45"
"Kleinbartloff","Kleinbartloff","51.35","10.38333"
"Klein Barkau","Klein Barkau","54.23333","10.13333"
"Kleinaitingen","Kleinaitingen","48.2185","10.86923"
"Klausen","Klausen","49.9","6.88333"
"Klappholz","Klappholz","54.62151","9.53527"
"Klanxbüll","Klanxbuell","54.86369","8.67706"
"Klamp","Klamp","54.28181","10.54823"
"Kitzingen","Kitzingen","49.73973","10.15072"
"Kittlitz","Kittlitz","53.66407","10.91698"
"Kist","Kist","49.74278","9.84389"
"Kißlegg","Kisslegg","47.78894","9.88383"
"Kissing","Kissing","48.30375","10.97088"
"Kissenbrück","Kissenbruck","52.10956","10.58996"
"Kisselbach","Kisselbach","50.05","7.61667"
"Kisdorf","Kisdorf","53.81667","10.01667"
"Kirschweiler","Kirschweiler","49.75","7.25"
"Kirschroth","Kirschroth","49.76667","7.56667"
"Kirschkau","Kirschkau","50.60487","11.88708"
"Kirsbach","Kirsbach","50.32583","6.99306"
"Kirrweiler","Kirrweiler","49.63333","7.5"
"Kirkel","Kirkel","49.28333","7.23333"
"Kirf","Kirf","49.55","6.48333"
"Kirchzarten","Kirchzarten","47.96667","7.95"
"Kirchworbis","Kirchworbis","51.41122","10.39625"
"Kirchweiler","Kirchweiler","50.23019","6.74526"
"Kirchweidach","Kirchweidach","48.08575","12.6453"
"Kirchwalsede","Kirchwalsede","53.01667","9.4"
"Kirchtimke","Kirchtimke","53.25","9.15"
"Kirchseelte","Kirchseelte","52.95","8.68333"
"Kirchroth","Kirchroth","48.95","12.55"
"Kirchnüchel","Kirchnuchel","54.2","10.68333"
"Kirchlinteln","Kirchlinteln","52.94236","9.31811"
"Kirchlengern","Kirchlengern","52.2","8.63333"
"Kirchlauter","Kirchlauter","50.0443","10.71776"
"Kirchhundem","Kirchhundem","51.08556","8.08893"
"Kirchheimbolanden","Kirchheimbolanden","49.66249","8.01513"
"Kirchheim an der Weinstraße","Kirchheim an der Weinstrasse","49.53722","8.18083"
"Kirchheim am Ries","Kirchheim am Ries","48.87922","10.40028"
"Kirchheim am Neckar","Kirchheim am Neckar",49045,"9.14222"
"Kirchheim","Kirchheim","50.88333","11.01667"
"Kirchheim","Kirchheim","50.83333","9.56667"
"Kirchheim","Kirchheim","49.65607","9.85783"
"Kirchheilingen","Kirchheilingen","51.18206","10.70878"
"Kirchhaslach","Kirchhaslach","48.1504","10.31015"
"Kirchham","Kirchham","48.34638","13.26719"
"Kirchgellersen","Kirchgellersen","53.23333","10.3"
"Kirchgandern","Kirchgandern","51.38439","9.96192"
"Kirchentellinsfurt","Kirchentellinsfurt","48.53315","9.14732"
"Kirchensittenbach","Kirchensittenbach","49.55601","11.42226"
"Kirchenpingarten","Kirchenpingarten","49.93333","11.78333"
"Kirchendemenreuth","Kirchendemenreuth","49.78333","12.1"
"Eiselfing","Eiselfing","48.04114","12.24272"
"Kircheib","Kircheib","50.70921","7.45967"
"Kirchehrenbach","Kirchehrenbach","49.73333","11.15"
"Kirchdorf","Kirchdorf","52.59523","8.8349"
"Kirchdorf","Kirchdorf","48.77101","11.90368"
"Kirchdorf","Kirchdorf","48.17542","12.19646"
"Kirchbrak","Kirchbrak","51.96585","9.5751"
"Kirchberg an der Murr","Kirchberg an der Murr","48.94297","9.34083"
"Kirchberg an der Iller","Kirchberg an der Iller","48.13333","10.08333"
"Kirchberg","Kirchberg","48.4","12.05"
"Kirchbarkau","Kirchbarkau","54.21091","10.14422"
"Kirchardt","Kirchardt",49205,"8.99167"
"Kirchanschöring","Kirchanschoring","47.95303","12.83435"
"Kirburg","Kirburg","50.68333","7.93333"
"Kippenheim","Kippenheim","48.29564","7.8251"
"Kinzenburg","Kinzenburg","50.11667","6.35"
"Kinsau","Kinsau","47.88333","10.91667"
"Kinheim","Kinheim","49.96667","7.05"
"Kindsbach","Kindsbach","49.41667","7.61667"
"Kinderbeuern","Kinderbeuern","50.00935","7.02355"
"Kindenheim","Kindenheim","49.61111","8.16417"
"Kiliansroda","Kiliansroda","50.91467","11.37162"
"Kieselbronn","Kieselbronn","48.93333","8.75"
"Kienberg","Kienberg","48.03481","12.4633"
"Kiel","Kiel","54.32133","10.13489"
"Kiefersfelden","Kiefersfelden","47.61409","12.19096"
"Kiedrich","Kiedrich","50.03965","8.08531"
"Kiebitzreihe","Kiebitzreihe","53.78333","9.61667"
"Kickeshausen","Kickeshausen","50.06667","6.25"
"Kettig","Kettig","50.4","7.46667"
"Kettershausen","Kettershausen","48.18333","10.26667"
"Kettenkamp","Kettenkamp","52.58333","7.83333"
"Kettenheim","Kettenheim","49.72167","8.11333"
"Kettenhausen","Kettenhausen","50.70889","7.62746"
"Ketsch","Ketsch","49.36778","8.53111"
"Kestert","Kestert","50.18333","7.65"
"Kesten","Kesten","49.9","6.95"
"Kesseling","Kesseling","50.48333","7.01667"
"Kesfeld","Kesfeld","50.15","6.23333"
"Kescheid","Kescheid","50.66667","7.48333"
"Kerzenheim","Kerzenheim","49.57639","8.05972"
"Kerschenbach","Kerschenbach","50.35","6.5"
"Kerben","Kerben","50.31667","7.36667"
"Keppeshausen","Keppeshausen","49.96667","6.16667"
"Kenn","Kenn","49.8","6.71667"
"Kempfeld","Kempfeld","49.78991","7.24634"
"Kempenich","Kempenich","50.42024","7.11698"
"Kemmern","Kemmern","49.95486","10.87784"
"Kemmenau","Kemmenau","50.35","7.75"
"Kellenbach","Kellenbach","49.85","7.48333"
"Kella","Kella","51.23333","10.08333"
"Kelheim","Kelheim","48.91725","11.88618"
"Kelberg","Kelberg","50.29164","6.9195"
"Keila","Keila","50.63738","11.66182"
"Keidelheim","Keidelheim","49.98333","7.5"
"Kehrig","Kehrig","50.28333","7.21667"
"Kehmstedt","Kehmstedt","51.47314","10.61057"
"Kehlbach","Kehlbach","50.25922","7.75884"
"Kefferhausen","Kefferhausen","51.31667","10.28333"
"Kefenrod","Kefenrod","50.34475","9.21141"
"Kayhude","Kayhude","53.75629","10.13232"
"Kausen","Kausen","50.74146","7.8676"
"Kaulsdorf","Kaulsdorf","50.6167","11.43295"
"Kaufering","Kaufering","48.09121","10.87913"
"Kaufbeuren","Kaufbeuren","47.88238","10.62192"
"Katzwinkel","Katzwinkel","50.25","6.91667"
"Katzweiler","Katzweiler","49.5","7.7"
"Katzhütte","Katzhuette","50.55191","11.05293"
"Katzenbach","Katzenbach","49.6452","7.80885"
"Kattendorf","Kattendorf","53.8432","10.02287"
"Katharinenheerd","Katharinenheerd","54.33333","8.83333"
"Kastorf","Kastorf","53.74569","10.56723"
"Kastl","Kastl","49.83333","11.9"
"Kastl","Kastl","48.2","12.7"
"Kastel-Staadt","Kastel-Staadt","49.56513","6.55942"
"Kassel","Kassel","51.31667","9.5"
"Kasseedorf","Kasseedorf","54.16667","10.71667"
"Kasseburg","Kasseburg","53.56747","10.41653"
"Käshofen","Kashofen","49.33333","7.41667"
"Kasel-Golzig","Kasel-Golzig","51.93333","13.7"
"Kasel","Kasel","49.7617","6.73222"
"Kasdorf","Kasdorf","50.20643","7.78424"
"Kaschenbach","Kaschenbach","49.87605","6.47987"
"Karwitz","Karwitz","53.08333","11.01667"
"Karstädt","Karstaedt","53.16215","11.74242"
"Karsdorf","Karsdorf","51.27134","11.65775"
"Karsbach","Karsbach","50.04091","9.78534"
"Karolinenkoog","Karolinenkoog","54.28333","8.96667"
"Karlum","Karlum","54.83333","8.96667"
"Karlstadt","Karlstadt","49.96034","9.77239"
"Karlsruhe","Karlsruhe","49.00937","8.40444"
"Karlskron","Karlskron","48.68333","11.41667"
"Karlshuld","Karlshuld","48.6819","11.28503"
"Karlshausen","Karlshausen","50.02376","6.22821"
"Karlsfeld","Karlsfeld","48.22697","11.47573"
"Karlsdorf","Karlsdorf","50.8","11.8"
"Karl","Karl","50.05","6.8"
"Karby","Karby","54.62372","9.97323"
"Karbach","Karbach","50.15","7.61667"
"Kapsweyer","Kapsweyer","49.04389","8.02167"
"Kappelrodeck","Kappelrodeck","48.59182","8.11692"
"Kappeln","Kappeln","49.68333","7.56667"
"Kappel","Kappel",50,"7.36667"
"Kaperich","Kaperich","50.25","7.03333"
"Kapellen-Drusweiler","Kapellen-Drusweiler","49.10167","8.03111"
"Kapellendorf","Kapellendorf","50.97464","11.4687"
"Kanzem","Kanzem","49.66673","6.57832"
"Kanzach","Kanzach","48.07796","9.55888"
"Kannawurf","Kannawurf","51.26667","11.13333"
"Kankelau","Kankelau","53.55","10.56667"
"Kamsdorf","Kamsdorf","50.64312","11.45401"
"Kamp-Bornhofen","Kamp-Bornhofen","50.22282","7.62364"
"Kammerstein","Kammerstein","49.29317","10.97277"
"Kammerforst","Kammerforst","51.12163","10.42328"
"Kammerforst","Kammerforst",50463,7676
"Kamern","Kamern","52.7485","12.11251"
"Kalübbe","Kalubbe","54.11667","10.28333"
"Kaltenwestheim","Kaltenwestheim","50.60991","10.11692"
"Kaltensundheim","Kaltensundheim","50.60619","10.1564"
"Kaltenlengsfeld","Kaltenlengsfeld","50.64092","10.19222"
"Kaltenholzhausen","Kaltenholzhausen","50.3","8.1"
"Kaltenengers","Kaltenengers","50.41667","7.55"
"Kaltenborn","Kaltenborn","50.4","7.01667"
"Kalt","Kalt","50.26729","7.39466"
"Kallstadt","Kallstadt","49.49083","8.17611"
"Kallmerode","Kallmerode","51.35","10.3"
"Kall","Kall","50.54223","6.56297"
"Kalkofen","Kalkofen","49.73333","7.83333"
"Kalenborn","Kalenborn","50.55",7
"Kalenborn","Kalenborn","50.26667","7.08333"
"Kalefeld","Kalefeld","51.8","10.03333"
"Kalchreuth","Kalchreuth","49.55785","11.1335"
"Kalbsrieth","Kalbsrieth","51.34217","11.34028"
"Kalbe","Kalbe","53.29335","9.55061"
"Kakenstorf","Kakenstorf","53.30317","9.76289"
"Kaiserslautern","Kaiserslautern",49443,"7.77161"
"Kaisersbach","Kaisersbach","48.93023","9.63898"
"Kaisborstel","Kaisborstel","54.01367","9.48116"
"Kail","Kail","50.18333","7.23333"
"Kaifenheim","Kaifenheim","50.24501","7.22643"
"Kadenbach","Kadenbach","50.38333","7.73333"
"Kaden","Kaden","50.54806",7915
"Kabelhorst","Kabelhorst","54.21667","10.91667"
"Kaaks","Kaaks","53.99004","9.46962"
"Jünkerath","Juenkerath","50.34412","6.58138"
"Jungingen","Jungingen","48.32787","9.04095"
"Juliusburg","Juliusburg","53.41667","10.5"
"Julbach","Julbach","48.2543","12.95793"
"Juist","Juist","53.67787","6.99575"
"Jühnde","Juehnde","51.46667","9.8"
"Judenbach","Judenbach","50.39591","11.22099"
"Jucken","Jucken","50.05","6.23333"
"Jückelberg","Jueckelberg","50.92703","12.62883"
"Jüchen","Juchen","51.1","6.5"
"Jübek","Juebek","54.55709","9.39773"
"Jübar","Juebar","52.68904","10.90898"
"Jörl","Joerl","54.6","9.3"
"Jork","Jork","53.53198","9.68076"
"Jonaswalde","Jonaswalde","50.83333","12.3"
"Joldelund","Joldelund","54.65","9.13333"
"Johanniskirchen","Johanniskirchen","48.53333","12.95"
"Johannesberg","Johannesberg","50.03159","9.14252"
"Jockgrim","Jockgrim","49.09288","8.27468"
"Jever","Jever","53.57368","7.89806"
"Jevenstedt","Jevenstedt","54.23333","9.66667"
"Jetzendorf","Jetzendorf","48.43333","11.41667"
"Jettenbach","Jettenbach","49.53482","7.55718"
"Jettenbach","Jettenbach","48.16667","12.38333"
"Jestetten","Jestetten","47.65","8.56667"
"Jesteburg","Jesteburg","53.30966","9.95262"
"Jesewitz","Jesewitz","51.42276","12.56312"
"Jesenwang","Jesenwang","48.16667","11.13333"
"Jesberg","Jesberg",51,"9.15"
"Jerxheim","Jerxheim","52.08172","10.89844"
"Jersbek","Jersbek","53.73333","10.21667"
"Jerrishoe","Jerrishoe","54.6567","9.36918"
"Jengen","Jengen","47.99934","10.72575"
"Jenalöbnitz","Jenaloebnitz","50.95","11.7"
"Jena","Jena","50.92878","11.5899"
"Jemgum","Jemgum","53.26667","7.38333"
"Jembke","Jembke","52.5","10.76667"
"Jelmstorf","Jelmstorf","53.10132","10.52237"
"Jeckenbach","Jeckenbach","49.71667","7.6"
"Jardelund","Jardelund","54.83333","9.2"
"Jänschwalde","Janschwalde","51.86066","14.49813"
"Janneby","Janneby","54.63333","9.3"
"Jandelsbrunn","Jandelsbrunn","48.73333","13.7"
"Jamlitz","Jamlitz","51.99131",14361
"Jameln","Jameln","53.05","11.08333"
"Jakobsweiler","Jakobsweiler","49.61667","7.95"
"Jacobsdorf","Jacobsdorf","52.33333","14.35"
"Jahrsdorf","Jahrsdorf","54.06667","9.63333"
"Jagstzell","Jagstzell","49.03055","10.09751"
"Jagsthausen","Jagsthausen","49.31056","9.46833"
"Jagel","Jagel","54.45652","9.53759"
"Jachenau","Jachenau","47.60574","11.43381"
"Itzstedt","Itzstedt",53808,"10.15797"
"Itzehoe","Itzehoe","53.92099","9.51529"
"Ittlingen","Ittlingen","49.19083","8.93083"
"Itterbeck","Itterbeck","52.50618","6.80354"
"Issum","Issum","51.53333","6.43333"
"Issigau","Issigau","50.37525","11.7207"
"Isseroda","Isseroda","50.95651","11.22005"
"Isselbach","Isselbach","50.4","7.9"
"Ispringen","Ispringen","48.91667","8.66667"
"Ismaning","Ismaning","48.23333","11.68333"
"Isert","Isert","50.73333","7.7"
"Isenbüttel","Isenbuttel","52.43333","10.58333"
"Isenburg","Isenburg","50.48333","7.6"
"Irschenberg","Irschenberg","47.83333","11.91667"
"Irsch","Irsch","49.60487","6.59547"
"Irrhausen","Irrhausen","50.06667","6.2"
"Irndorf","Irndorf","48.06667","8.96667"
"Irrel","Irrel","49.84539","6.45705"
"Irmtraut","Irmtraut","50.55","8.06667"
"Irmenach","Irmenach","49.92417","7.18874"
"Irlbach","Irlbach","48.84128","12.75135"
"Irchenrieth","Irchenrieth","49.62286","12.22495"
"Ippenschied","Ippenschied","49.86667","7.63333"
"Inzlingen","Inzlingen","47.58851","7.69094"
"Inzigkofen","Inzigkofen","48.07034","9.17998"
"Inzell","Inzell","47.76302","12.75146"
"Insul","Insul","50.43333","6.91667"
"Insingen","Insingen","49.3","10.16667"
"Insheim","Insheim","49.15806","8.14722"
"Innernzell","Innernzell","48.8515","13.27539"
"Ingolstadt","Ingolstadt","48.76508","11.42372"
"Ingoldingen","Ingoldingen","48.02552","9.74195"
"Ingenried","Ingenried","47.81667","10.78333"
"Ingendorf","Ingendorf","49.93333","6.45"
"Ingelheim am Rhein","Ingelheim am Rhein","49.97078","8.05883"
"Ingeleben","Ingeleben","52.10661","10.87337"
"Inden","Inden","50.84306","6.36004"
"Imsweiler","Imsweiler","49.6","7.8"
"Imsbach","Imsbach","49.58333","7.88333"
"Impflingen","Impflingen","49.16222","8.11306"
"Immesheim","Immesheim","49.63639","8.10528"
"Immert","Immert","49.76667","7.01667"
"Immerath","Immerath","50.13333","6.95"
"Immenstedt","Immenstedt","54.54045","9.16043"
"Immenstedt","Immenstedt","54.18333","9.3"
"Immenstaad am Bodensee","Immenstaad am Bodensee","47.66667","9.36667"
"Immenreuth","Immenreuth","49.9","11.86667"
"Immendingen","Immendingen","47.93333","8.73333"
"Ilvesheim","Ilvesheim","49.47404","8.5674"
"Ilsfeld","Ilsfeld","49.05548","9.24598"
"Ilmmünster","Ilmmunster","48.48333","11.5"
"Illschwang","Illschwang","49.45","11.68333"
"Illmensee","Illmensee","47.86229","9.37235"
"Illingen","Illingen","48.95616","8.92459"
"Illesheim","Illesheim","49.4802","10.38165"
"Illerrieden","Illerrieden","48.27017","10.05155"
"Illerich","Illerich","50.2","7.18333"
"Ilbesheim","Ilbesheim","49.69","8.07528"
"Ilberstedt","Ilberstedt","51.8","11.66667"
"Ihrlerstein","Ihrlerstein","48.93333","11.86667"
"Ihringen","Ihringen","48.04303","7.6476"
"Ihlow","Ihlow","51.86717","13.33769"
"Ihlienworth","Ihlienworth","53.73333","8.91667"
"Iggingen","Iggingen","48.83167","9.87894"
"Iggensbach","Iggensbach","48.73014","13.14229"
"Igersheim","Igersheim","49.49444","9.81694"
"Igel","Igel","49.71033","6.55498"
"Ifta","Ifta","51.06667","10.18333"
"Iffezheim","Iffezheim","48.82167","8.1431"
"Iffeldorf","Iffeldorf","47.76667","11.31667"
"Idstedt","Idstedt","54.58333","9.51667"
"Idesheim","Idesheim","49.87551","6.57539"
"Idenheim","Idenheim","49.9","6.56667"
"Iden","Iden","52.77982","11.91296"
"Idelberg","Idelberg","50.71667","7.71667"
"Icking","Icking","47.95","11.43333"
"Ichtershausen","Ichtershausen","50.87602","10.97028"
"Ichstedt","Ichstedt","51.38333","11.2"
"Ibach","Ibach","47.73333","8.06667"
"Hüven","Hueven","52.78333","7.51667"
"Hüttlingen","Huttlingen","48.89266","10.10064"
"Hüttisheim","Huttisheim","48.27965","9.94246"
"Hütterscheid","Hutterscheid",50,"6.38333"
"Hütten","Hutten","54.43333","9.71667"
"Hütten","Hutten","50.01667","6.25"
"Hüttblek","Huttblek","53.83333","10.06667"
"Hütschenhausen","Hutschenhausen","49.41667","7.48333"
"Husum","Husum","54.4858","9.05239"
"Husum","Husum","52.56667","9.25"
"Husby","Husby","54.76667","9.58333"
"Hüsby","Husby","54.5","9.48333"
"Hürup","Hurup","54.75","9.53333"
"Hurlach","Hurlach","48.11838","10.81115"
"Hupperath","Hupperath",50,"6.83333"
"Hunzel","Hunzel","50.24902","7.83729"
"Hünxe","Huenxe","51.63405","6.69741"
"Hungenroth","Hungenroth","50.13333","7.6"
